,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
2599,847741684779558482665,Mccann-Beniers-Bjorkstrand,SEA,line,785,202,12,5on5,Mccann,Beniers,Bjorkstrand
2600,847350484752318476419,Cizikas-Pageau-Clutterbuck,NYI,line,1342,217,24,5on5,Cizikas,Pageau,Clutterbuck
2601,847574484795478483491,Miroshnichenko-Kuznetsov-Phillips,WSH,line,963,7,2,5on5,Miroshnichenko,Kuznetsov,Phillips
2602,847519384779308479293,Tatar-Bellemare-Tanev,SEA,line,1556,53,7,5on5,Tatar,Bellemare,Tanev
2603,847821184810688483808,Hunt-Sharangovich-Kuzmenko,CGY,line,1049,47,5,5on5,Hunt,Sharangovich,Kuzmenko
2605,847742984784328479992,Rasmussen-Copp-Fischer,DET,line,14651,273,45,5on5,Rasmussen,Copp,Fischer
2606,847169984757938477476,Lehkonen-Johansen-Cogliano,COL,line,998,23,4,5on5,Lehkonen,Johansen,Cogliano
2608,847744684807488481577,Sherwood-Mccarron-Tomasino,NSH,line,1650,133,13,5on5,Sherwood,Mccarron,Tomasino
2609,847516484808068482745,Mctavish-Lundestrom-Silfverberg,ANA,line,3180,53,8,5on5,Mctavish,Lundestrom,Silfverberg
2610,847936584796388480003,Frederic-Boqvist-Brazeau,BOS,line,898,126,8,5on5,Frederic,Boqvist,Brazeau
2611,847639284783988478891,Connor-Lowry-Appleton,WPG,line,622,250,20,5on5,Connor,Lowry,Appleton
2613,847181784793938480144,Gregor-Kampf-Reaves,TOR,line,6198,109,21,5on5,Gregor,Kampf,Reaves
2614,847418984769948482241,Zohorna-Eller-Hinostroza,PIT,line,1793,20,5,5on5,Zohorna,Eller,Hinostroza
2615,847121484784408479547,Ovechkin-Strome-Phillips,WSH,line,1225,48,8,5on5,Ovechkin,Strome,Phillips
2616,847682284773538482070,Motte-Glendening-Chaffee,TBL,line,1629,87,11,5on5,Motte,Glendening,Chaffee
2617,847687284800158482159,Foerster-Laughton-Tippett,PHI,line,2632,193,17,5on5,Foerster,Laughton,Tippett
2618,847647484779628480829,Lemieux-Kotkaniemi-Noesen,CAR,line,2711,90,12,5on5,Lemieux,Kotkaniemi,Noesen
2619,847933984817168484166,Laine-Fantilli-Voronkov,CBJ,line,1828,21,5,5on5,Laine,Fantilli,Voronkov
2620,847403784779568479987,Van Riemsdyk-Geekie-Pastrnak,BOS,line,1536,356,29,5on5,Van Riemsdyk,Geekie,Pastrnak
2624,847121584751918476483,Smith-Malkin-Rakell,PIT,line,11325,249,35,5on5,Smith,Malkin,Rakell
2625,847798784821178484144,Reichel-Bedard-Donato,CHI,line,1387,23,4,5on5,Reichel,Bedard,Donato
2628,847702184770708479619,Carcone-Kerfoot-O'Brien,ARI,line,4374,149,20,5on5,Carcone,Kerfoot,O'Brien
2631,847516884789758482702,Marchment-Duchene-Stankoven,DAL,line,747,153,14,5on5,Marchment,Duchene,Stankoven
2632,847750184784208479525,Nichushkin-Colton-Rantanen,COL,line,639,186,14,5on5,Nichushkin,Colton,Rantanen
2633,847579384811868483570,Meyers-Johansen-O'Connor,COL,line,773,5,2,5on5,Meyers,Johansen,O'Connor
2634,847572284769258478463,Beauvillier-Sissons-Zucker,NSH,line,4357,34,10,5on5,Beauvillier,Sissons,Zucker
2635,847687884793708481751,Girgensons-Jost-Rousek,BUF,line,1365,43,5,5on5,Girgensons,Jost,Rousek
2636,847999484821248482155,Anderson-Dolan-Byfield-Laferriere,LAK,line,843,8,2,5on5,Anderson-Dolan,Byfield,Laferriere
2637,847686784796718481716,Voronkov-Gaunce-Olivier,CBJ,line,670,21,3,5on5,Voronkov,Gaunce,Olivier
2639,847516484808068481754,Nesterenko-Lundestrom-Silfverberg,ANA,line,1689,7,3,5on5,Nesterenko,Lundestrom,Silfverberg
2640,847648084779408480113,Iafallo-Namestnikov-Ehlers,WPG,line,1102,85,9,5on5,Iafallo,Namestnikov,Ehlers
2641,847691384799778481789,Kartye-Shore-Yamamoto,SEA,line,1107,17,4,5on5,Kartye,Shore,Yamamoto
2643,847695284801138482149,Iafallo-Toninato-Perfetti,WPG,line,834,22,3,5on5,Iafallo,Toninato,Perfetti
2644,847572284796198483431,Carcone-Cooley-Zucker,ARI,line,3966,109,15,5on5,Carcone,Cooley,Zucker
2645,847488484778468478099,Hoffman-Carpenter-Labanc,SJS,line,1212,27,4,5on5,Hoffman,Carpenter,Labanc
2646,847749384779338479314,Tkachuk-Barkov-Reinhart,FLA,line,1000,168,17,5on5,Tkachuk,Barkov,Reinhart
2649,847121584764838478047,Bunting-Malkin-Rakell,PIT,line,11578,48,19,5on5,Bunting,Malkin,Rakell
2650,847802084808448481032,Denisenko-Amadio-Cotter,VGK,line,778,12,2,5on5,Denisenko,Amadio,Cotter
2651,847749384779338478542,Reinhart-Barkov-Rodrigues,FLA,line,23367,127,44,5on5,Reinhart,Barkov,Rodrigues
2652,847742584774768479525,Lehkonen-Colton-Wood,COL,line,2128,95,11,5on5,Lehkonen,Colton,Wood
2653,847742584795208479525,Wood-Colton-Duhaime,COL,line,648,73,6,5on5,Wood,Colton,Duhaime
2654,847534384793598479547,Malenstyn-Dowd-Phillips,WSH,line,636,60,6,5on5,Malenstyn,Dowd,Phillips
2655,847840184784988479987,Debrusk-Zacha-Geekie,BOS,line,706,197,14,5on5,Debrusk,Zacha,Geekie
2657,847804284794008479675,Moore-Dubois-Arvidsson,LAK,line,1941,70,7,5on5,Moore,Dubois,Arvidsson
2658,847689784781048482089,Blais-Sundqvist-Neighbours,STL,line,4694,80,14,5on5,Blais,Sundqvist,Neighbours
2660,847060484741898478569,Eller-Acciari-Carter,PIT,line,986,161,17,5on5,Eller,Acciari,Carter
2662,848002184808218482133,Bordeleau-Studnicka-Zadina,SJS,line,1084,8,3,5on5,Bordeleau,Studnicka,Zadina
2663,847733084784728482859,Kubalik-Ostapchuk-Joseph,OTT,line,610,10,2,5on5,Kubalik,Ostapchuk,Joseph
2665,847576584773308482092,Kubalik-Greig-Tarasenko,OTT,line,1054,154,12,5on5,Kubalik,Greig,Tarasenko
2667,847523584779038480068,Deslauriers-Poehling-Hathaway,PHI,line,7455,291,34,5on5,Deslauriers,Poehling,Hathaway
2668,847646084779408480014,Ehlers-Scheifele-Vilardi,WPG,line,12469,67,22,5on5,Ehlers,Scheifele,Vilardi
2670,847514984756928482079,Johansson-Rossi-Zuccarello,MIN,line,8657,186,28,5on5,Johansson,Rossi,Zuccarello
2671,847795584799778482665,Mccann-Beniers-Yamamoto,SEA,line,1818,98,9,5on5,Mccann,Beniers,Yamamoto
2672,847571484775038481582,Robertson-Domi-Jarnkrok,TOR,line,11012,89,26,5on5,Robertson,Domi,Jarnkrok
2673,847740684779988480802,Foegele-Mcleod-Janmark,EDM,line,3092,199,20,5on5,Foegele,Mcleod,Janmark
2676,847415784784408483491,Pacioretty-Strome-Miroshnichenko,WSH,line,1273,74,6,5on5,Pacioretty,Strome,Miroshnichenko
2677,847747684774948479999,Lehkonen-Mittelstadt-Drouin,COL,line,2000,41,6,5on5,Lehkonen,Mittelstadt,Drouin
2678,847634684764328478458,Gaudreau-Jenner-Roslovic,CBJ,line,14253,70,24,5on5,Gaudreau,Jenner,Roslovic
2679,847634684784588482705,Gaudreau-Sillinger-Roslovic,CBJ,line,1038,99,11,5on5,Gaudreau,Sillinger,Roslovic
2680,847961984826998483431,Carcone-Cooley-Guenther,ARI,line,703,161,14,5on5,Carcone,Cooley,Guenther
2681,847516984770158478402,Kane-Mcdavid-Brown,EDM,line,1082,113,9,5on5,Kane,Mcdavid,Brown
2682,847523184764198478115,Engvall-Pageau-Cizikas,NYI,line,1577,27,4,5on5,Engvall,Pageau,Cizikas
2683,847952084799688480980,Lettieri-Dewar-Duhaime,MIN,line,6199,116,23,5on5,Lettieri,Dewar,Duhaime
2684,847682284773538484325,Motte-Glendening-Merela,TBL,line,941,24,4,5on5,Motte,Glendening,Merela
2685,847749684810688482679,Sharangovich-Lindholm-Coronato,CGY,line,657,3,1,5on5,Sharangovich,Lindholm,Coronato
2686,847887384815338484153,Zegras-Carlsson-Terry,ANA,line,5136,59,12,5on5,Zegras,Carlsson,Terry
2687,847400984773808482157,Cuylle-Bonino-Brodzinski,NYR,line,5202,67,14,5on5,Cuylle,Bonino,Brodzinski
2690,847531484764198478115,Engvall-Pageau-Lee,NYI,line,3193,373,31,5on5,Engvall,Pageau,Lee
2691,847744484779558482751,Burakovsky-Mccann-Winterton,SEA,line,602,3,1,5on5,Burakovsky,Mccann,Winterton
2692,847517084800238482089,Neighbours-Thomas-Schenn,STL,line,2217,58,7,5on5,Neighbours,Thomas,Schenn
2693,847682684774168481789,Kartye-Gourde-Bjorkstrand,SEA,line,1674,364,25,5on5,Kartye,Gourde,Bjorkstrand
2695,847740984774938477933,Verhaeghe-Barkov-Reinhart,FLA,line,12563,304,46,5on5,Verhaeghe,Barkov,Reinhart
2696,847692784780438480459,Suter-Lafferty-Blueger,VAN,line,747,112,9,5on5,Suter,Lafferty,Blueger
2697,847696084800258482117,Reichel-Athanasiou-Entwistle,CHI,line,887,44,4,5on5,Reichel,Athanasiou,Entwistle
2698,847745684779468482078,Compher-Larkin-Raymond,DET,line,675,154,14,5on5,Compher,Larkin,Raymond
2699,847688084784408483491,Miroshnichenko-Strome-Wilson,WSH,line,2126,51,7,5on5,Miroshnichenko,Strome,Wilson
2700,847733084797728480355,Kubalik-Kastelic-Macewen,OTT,line,716,82,9,5on5,Kubalik,Kastelic,Macewen
2701,847418984784008481703,White-Eller-Puustinen,PIT,line,628,20,3,5on5,White,Eller,Puustinen
2702,847403484751498477919,Maroon-Gaudreau-Johansson,MIN,line,1657,41,7,5on5,Maroon,Gaudreau,Johansson
2703,847692184808298480830,Martinook-Kotkaniemi-Svechnikov,CAR,line,733,60,4,5on5,Martinook,Kotkaniemi,Svechnikov
2704,847687184795438481093,Pezzetta-Harvey-Pinard-Pearson,MTL,line,636,19,3,5on5,Pezzetta,Harvey-Pinard,Pearson
2706,847121584764838482055,O'Connor-Malkin-Rakell,PIT,line,1545,325,28,5on5,O'Connor,Malkin,Rakell
2708,847627884769608482117,Reichel-Athanasiou-Blackwell,CHI,line,905,7,2,5on5,Reichel,Athanasiou,Blackwell
2709,847742684795918479661,Paul-Jeannot-Eyssimont,TBL,line,2495,195,16,5on5,Paul,Jeannot,Eyssimont
2710,847344984768788479370,Girgensons-Okposo-Jost,BUF,line,3151,52,10,5on5,Girgensons,Okposo,Jost
2711,847843484793538481032,Howden-Cotter-Kolesar,VGK,line,2764,189,21,5on5,Howden,Cotter,Kolesar
2713,847701584774068478585,Janmark-Ryan-Brown,EDM,line,4048,123,18,5on5,Janmark,Ryan,Brown
2715,847645884783668481517,Vatrano-Strome-Leason,ANA,line,3641,26,8,5on5,Vatrano,Strome,Leason
2717,847645884815338482745,Mctavish-Strome-Zegras,ANA,line,1317,61,9,5on5,Mctavish,Strome,Zegras
2718,847647484768828480829,Teravainen-Kotkaniemi-Noesen,CAR,line,3163,123,14,5on5,Teravainen,Kotkaniemi,Noesen
2720,847579384774258481186,Wood-Johansen-O'Connor,COL,line,1014,302,25,5on5,Wood,Johansen,O'Connor
2722,847629284800028482110,Palat-Hischier-Mercer,NJD,line,1358,171,13,5on5,Palat,Hischier,Mercer
2723,847528784757268482110,Mercer-Haula-Toffoli,NJD,line,888,23,3,5on5,Mercer,Haula,Toffoli
2724,847060484784008478424,Harkins-Carter-White,PIT,line,1335,18,5,5on5,Harkins,Carter,White
2726,847517284764568481068,Huberdeau-Kadri-Sharangovich,CGY,line,730,179,16,5on5,Huberdeau,Kadri,Sharangovich
2727,847793984793188480995,Nylander-Matthews-Holmberg,TOR,line,760,33,3,5on5,Nylander,Matthews,Holmberg
2728,847687884781098480762,Olofsson-Girgensons-Robinson,BUF,line,2042,47,7,5on5,Olofsson,Girgensons,Robinson
2729,847847284802088482116,Batherson-Sttzle-Joseph,OTT,line,3277,298,28,5on5,Batherson,Sttzle,Joseph
2732,847653984769058481032,Cotter-Stephenson-Marchessault,VGK,line,815,227,19,5on5,Cotter,Stephenson,Marchessault
2733,847516984770158478585,Kane-Ryan-Brown,EDM,line,1370,140,12,5on5,Kane,Ryan,Brown
2734,847169984757938484255,Cogliano-Johansen-Polin,COL,line,1050,38,5,5on5,Cogliano,Johansen,Polin
2735,847796084794008482124,Kempe-Dubois-Byfield,LAK,line,849,172,14,5on5,Kempe,Dubois,Byfield
2736,847516884757948480027,Robertson-Seguin-Duchene,DAL,line,2028,358,35,5on5,Robertson,Seguin,Duchene
2738,847517084764388477953,Saad-Schenn-Kapanen,STL,line,3019,261,23,5on5,Saad,Schenn,Kapanen
2739,847847284800648480801,Tkachuk-Norris-Joseph,OTT,line,762,34,3,5on5,Tkachuk,Norris,Joseph
2741,848006884815538482159,Foerster-Poehling-Brink,PHI,line,729,136,10,5on5,Foerster,Poehling,Brink
2742,847410284774298477952,Perron-Copp-Fabbri,DET,line,2195,111,11,5on5,Perron,Copp,Fabbri
2743,847488484768818482667,Eklund-Hertl-Hoffman,SJS,line,3171,130,13,5on5,Eklund,Hertl,Hoffman
2744,847646184807978482159,Farabee-Couturier-Foerster,PHI,line,1814,189,18,5on5,Farabee,Couturier,Foerster
2745,847415784759588477947,Pacioretty-Sgarbossa-Milano,WSH,line,2031,11,4,5on5,Pacioretty,Sgarbossa,Milano
2746,848082184814778482222,Barabanov-Sturm-Zadina,SJS,line,834,72,7,5on5,Barabanov,Sturm,Zadina
2747,848152884820978484145,Benson-Cozens-Quinn,BUF,line,3997,84,14,5on5,Benson,Cozens,Quinn
2750,847456484774268478010,Paul-Stamkos-Point,TBL,line,724,199,15,5on5,Paul,Stamkos,Point
2753,847167584751918475810,Rust-Crosby-Smith,PIT,line,1642,182,16,5on5,Rust,Crosby,Smith
2754,847688084775118478440,Wilson-Strome-Mantha,WSH,line,814,45,5,5on5,Wilson,Strome,Mantha
2755,847843984800688482159,Foerster-Poehling-Konecny,PHI,line,2030,278,19,5on5,Foerster,Poehling,Konecny
2758,847931684814778482667,Eklund-Sturm-Kunin,SJS,line,2679,209,19,5on5,Eklund,Sturm,Kunin
2759,847740984779358478542,Verhaeghe-Bennett-Rodrigues,FLA,line,682,104,10,5on5,Verhaeghe,Bennett,Rodrigues
2760,847576584784728482116,Sttzle-Joseph-Tarasenko,OTT,line,1010,243,22,5on5,Sttzle,Joseph,Tarasenko
2764,847398684746418478873,Killorn-Henrique-Terry,ANA,line,2270,136,12,5on5,Killorn,Henrique,Terry
2765,847579884801888482222,Barabanov-Granlund-Zetterlund,SJS,line,4055,92,12,5on5,Barabanov,Granlund,Zetterlund
2766,847757384802818481543,Walker-Alexandrov-Toropchenko,STL,line,662,45,6,5on5,Walker,Alexandrov,Toropchenko
2767,847591384769058478020,Stone-Stephenson-Amadio,VGK,line,780,24,4,5on5,Stone,Stephenson,Amadio
2771,847933784808138482078,Raymond-Veleno-Debrincat,DET,line,1630,232,22,5on5,Raymond,Veleno,Debrincat
2773,847747384814778482222,Barabanov-Sturm-Bailey,SJS,line,737,22,2,5on5,Barabanov,Sturm,Bailey
2774,848022084807978481553,Farabee-Cates-Brink,PHI,line,6134,82,17,5on5,Farabee,Cates,Brink
2776,847575284766248476918,Vesey-Goodrow-Pitlick,NYR,line,14056,100,30,5on5,Vesey,Goodrow,Pitlick
2777,847747384778468479379,Smith-Carpenter-Bailey,SJS,line,1100,35,7,5on5,Smith,Carpenter,Bailey
2778,847843984800288482159,Foerster-Frost-Konecny,PHI,line,3903,374,30,5on5,Foerster,Frost,Konecny
2779,847750584779558479293,Mccann-Wennberg-Tanev,SEA,line,4892,131,18,5on5,Mccann,Wennberg,Tanev
2780,847641984784458481601,Barzal-Pageau-Holmstrom,NYI,line,1673,298,29,5on5,Barzal,Pageau,Holmstrom
2782,847809984793168480821,Zadina-Kunin-Labanc,SJS,line,1123,57,6,5on5,Zadina,Kunin,Labanc
2783,847456484774078477426,Duclair-Paul-Stamkos,TBL,line,862,31,4,5on5,Duclair,Paul,Stamkos
2786,847682684774448480009,Burakovsky-Gourde-Tolvanen,SEA,line,4775,130,15,5on5,Burakovsky,Gourde,Tolvanen
2787,847572284817118483431,Zucker-Cooley-Maccelli,ARI,line,1303,16,4,5on5,Zucker,Cooley,Maccelli
2788,847798784800258482117,Reichel-Entwistle-Donato,CHI,line,2556,78,9,5on5,Reichel,Entwistle,Donato
2789,847517284810288483808,Kuzmenko-Kadri-Pospisil,CGY,line,8084,23,13,5on5,Kuzmenko,Kadri,Pospisil
2790,847578484815288482175,Skinner-Cozens-Peterka,BUF,line,794,251,20,5on5,Skinner,Cozens,Peterka
2791,847647984793368479675,Moore-Danault-Grundstrom,LAK,line,1099,154,15,5on5,Moore,Danault,Grundstrom
2792,847576584808018481596,Tkachuk-Pinto-Tarasenko,OTT,line,4736,30,9,5on5,Tkachuk,Pinto,Tarasenko
2793,847487084774508479315,Dickinson-Johnson-Anderson,CHI,line,1619,44,5,5on5,Dickinson,Johnson,Anderson
2795,847639284788918480289,Barron-Lowry-Appleton,WPG,line,4278,497,63,5on5,Barron,Lowry,Appleton
2796,847735384774268479661,Jeannot-Paul-Motte,TBL,line,1261,164,13,5on5,Jeannot,Paul,Motte
2799,847576884817898482665,Kartye-Beniers-Schwartz,SEA,line,860,31,4,5on5,Kartye,Beniers,Schwartz
2801,847836684815178482745,Vatrano-Mctavish-Leason,ANA,line,1915,110,10,5on5,Vatrano,Mctavish,Leason
2802,847749684780578478856,Joshua-Lindholm-Garland,VAN,line,1672,7,3,5on5,Joshua,Lindholm,Garland
2803,847841484800028482110,Mercer-Hischier-Meier,NJD,line,3072,373,28,5on5,Mercer,Hischier,Meier
2805,847687184769818477497,Pearson-Monahan-Anderson,MTL,line,1728,86,8,5on5,Pearson,Monahan,Anderson
2806,847645484779988480802,Foegele-Mcleod-Nugent-Hopkins,EDM,line,696,74,6,5on5,Foegele,Mcleod,Nugent-Hopkins
2807,847576884775058477955,Mccann-Wennberg-Schwartz,SEA,line,763,100,7,5on5,Mccann,Wennberg,Schwartz
2809,848152884821758484145,Benson-Cozens-Peterka,BUF,line,11649,189,30,5on5,Benson,Cozens,Peterka
2810,847646884784448481535,Hoglander-Miller-Boeser,VAN,line,7047,380,40,5on5,Hoglander,Miller,Boeser
2811,847687384784388478463,Beauvillier-Novak-Jankowski,NSH,line,740,74,6,5on5,Beauvillier,Novak,Jankowski
2812,847747384778468482222,Barabanov-Carpenter-Bailey,SJS,line,835,103,9,5on5,Barabanov,Carpenter,Bailey
2813,847353384769218480039,Martinook-Staal-Necas,CAR,line,1356,420,33,5on5,Martinook,Staal,Necas
2814,847578484815228481751,Skinner-Krebs-Rousek,BUF,line,1805,61,7,5on5,Skinner,Krebs,Rousek
2815,847634684764328479339,Laine-Jenner-Gaudreau,CBJ,line,893,33,4,5on5,Laine,Jenner,Gaudreau
2816,847845884800748484166,Texier-Roslovic-Fantilli,CBJ,line,1194,45,5,5on5,Texier,Roslovic,Fantilli
2817,847522084779198482079,Foligno-Rossi-Gaudreau,MIN,line,3177,54,9,5on5,Foligno,Rossi,Gaudreau
2819,847464184757868478402,Hyman-Mcdavid-Henrique,EDM,line,1377,63,6,5on5,Hyman,Mcdavid,Henrique
2820,847682284773538477839,Sheary-Glendening-Motte,TBL,line,2548,210,21,5on5,Sheary,Glendening,Motte
2825,847514984815578482079,Boldy-Rossi-Johansson,MIN,line,1745,377,27,5on5,Boldy,Rossi,Johansson
2826,847788784808808481556,Lauko-Beecher-Brown,BOS,line,2011,20,6,5on5,Lauko,Beecher,Brown
2827,847795684784988479987,Debrusk-Geekie-Pastrnak,BOS,line,1532,250,18,5on5,Debrusk,Geekie,Pastrnak
2831,847518484764598476918,Vesey-Zibanejad-Kreider,NYR,line,2789,109,14,5on5,Vesey,Zibanejad,Kreider
2832,847646884784448480459,Suter-Miller-Boeser,VAN,line,11541,131,27,5on5,Suter,Miller,Boeser
2834,847702184817118483431,Maccelli-Cooley-Kerfoot,ARI,line,623,31,4,5on5,Maccelli,Cooley,Kerfoot
2835,847517284764568482679,Huberdeau-Kadri-Coronato,CGY,line,889,102,9,5on5,Huberdeau,Kadri,Coronato
2836,847516484783668480806,Vatrano-Lundestrom-Silfverberg,ANA,line,1054,87,8,5on5,Vatrano,Lundestrom,Silfverberg
2838,847939384809958481582,Robertson-Holmberg-Gregor,TOR,line,1041,44,4,5on5,Robertson,Holmberg,Gregor
2839,847844484800128481535,Hoglander-Pettersson-Boeser,VAN,line,4867,209,22,5on5,Hoglander,Pettersson,Boeser
2840,847488484793168481477,Hoffman-Sturm-Kunin,SJS,line,632,91,9,5on5,Hoffman,Sturm,Kunin
2844,847572684774978478398,Connor-Monahan-Toffoli,WPG,line,627,80,8,5on5,Connor,Monahan,Toffoli
2845,847749684800128481535,Hoglander-Pettersson-Lindholm,VAN,line,3453,33,8,5on5,Hoglander,Pettersson,Lindholm
2846,847353384768828480830,Teravainen-Staal-Svechnikov,CAR,line,1906,80,10,5on5,Teravainen,Staal,Svechnikov
2849,847846684785128481013,Sprong-Czarnik-Berggren,DET,line,996,64,5,5on5,Sprong,Czarnik,Berggren
2850,847456484764538478519,Stamkos-Cirelli-Kucherov,TBL,line,2417,325,26,5on5,Stamkos,Cirelli,Kucherov
2852,847517084793858482089,Neighbours-Schenn-Kyrou,STL,line,699,76,8,5on5,Neighbours,Schenn,Kyrou
2853,847061084757938477425,Parise-Johansen-Wood,COL,line,849,22,4,5on5,Parise,Johansen,Wood
2855,847528784775088478051,Willman-Haula-Lazar,NJD,line,1713,34,5,5on5,Willman,Haula,Lazar
2856,847804784784278482093,Bunting-Aho-Jarvis,CAR,line,4999,186,23,5on5,Bunting,Aho,Jarvis
2858,847517084774028477953,Buchnevich-Schenn-Kapanen,STL,line,1579,164,14,5on5,Buchnevich,Schenn,Kapanen
2859,848002584802528482117,Reichel-Entwistle-Guttman,CHI,line,5876,42,13,5on5,Reichel,Entwistle,Guttman
2860,847517084764388477944,Vrana-Schenn-Saad,STL,line,1014,44,6,5on5,Vrana,Schenn,Saad
2862,847634684824758482705,Gaudreau-Sillinger-Chinakhov,CBJ,line,4793,49,11,5on5,Gaudreau,Sillinger,Chinakhov
2863,847576584801858482113,Luostarinen-Lundell-Tarasenko,FLA,line,1331,35,6,5on5,Luostarinen,Lundell,Tarasenko
2865,847062184751698480802,Kane-Mcleod-Perry,EDM,line,3596,198,23,5on5,Kane,Mcleod,Perry
2866,847531484764198477392,Lee-Pageau-Fasching,NYI,line,2366,76,9,5on5,Lee,Pageau,Fasching
2867,847967184824758482705,Chinakhov-Sillinger-Olivier,CBJ,line,883,8,2,5on5,Chinakhov,Sillinger,Olivier
2868,847854284788318479066,Lomberg-Stenlund-Rodrigues,FLA,line,878,86,7,5on5,Lomberg,Stenlund,Rodrigues
2869,847646884784448483808,Kuzmenko-Miller-Boeser,VAN,line,1370,94,8,5on5,Kuzmenko,Miller,Boeser
2872,847398684788738481533,Killorn-Zegras-Terry,ANA,line,1933,29,5,5on5,Killorn,Zegras,Terry
2873,847353384769218482093,Martinook-Staal-Jarvis,CAR,line,17793,287,45,5on5,Martinook,Staal,Jarvis
2874,847534384759588479359,Malenstyn-Dowd-Sgarbossa,WSH,line,1484,39,6,5on5,Malenstyn,Dowd,Sgarbossa
2875,847487084793908482117,Reichel-Johnson-Raddysh,CHI,line,4296,112,14,5on5,Reichel,Johnson,Raddysh
2878,847487084779878479390,Donato-Johnson-Raddysh,CHI,line,938,99,11,5on5,Donato,Johnson,Raddysh
2882,847574484768808482148,Kuznetsov-Lapierre-Wilson,WSH,line,1000,26,5,5on5,Kuznetsov,Lapierre,Wilson
2883,847740284820898482737,Neighbours-Buchnevich-Bolduc,STL,line,1591,32,5,5on5,Neighbours,Buchnevich,Bolduc
2884,847784684780998482222,Barabanov-Carpenter-Labanc,SJS,line,832,54,6,5on5,Barabanov,Carpenter,Labanc
2885,847689784769078478104,Maceachern-Sundqvist-Blais,STL,line,1613,20,5,5on5,Maceachern,Sundqvist,Blais
2886,847842184810688482652,Greer-Sharangovich-Duehr,CGY,line,3087,34,8,5on5,Greer,Sharangovich,Duehr
2887,847750584815548482157,Cuylle-Wennberg-Kakko,NYR,line,6902,78,16,5on5,Cuylle,Wennberg,Kakko
2888,847742984784328480813,Veleno-Copp-Fischer,DET,line,1016,156,11,5on5,Veleno,Copp,Fischer
2889,847847784810588482476,Heineman-Stephens-Ylnen,MTL,line,627,8,2,5on5,Heineman,Stephens,Ylnen
2890,848152884820978482175,Peterka-Cozens-Quinn,BUF,line,7737,131,23,5on5,Peterka,Cozens,Quinn
2891,847578484794208479999,Skinner-Thompson-Mittelstadt,BUF,line,2489,55,7,5on5,Skinner,Thompson,Mittelstadt
2892,847341984780468483505,Heinen-Poitras-Marchand,BOS,line,633,39,4,5on5,Heinen,Poitras,Marchand
2895,847528784775088481559,Hughes-Haula-Lazar,NJD,line,1326,88,10,5on5,Hughes,Haula,Lazar
2896,847531484764198478445,Lee-Pageau-Barzal,NYI,line,2180,336,29,5on5,Lee,Pageau,Barzal
2897,847646884784448483395,Bains-Miller-Boeser,VAN,line,743,37,4,5on5,Bains,Miller,Boeser
2898,847522584768898478975,Marchment-Faksa-Smith,DAL,line,1061,144,15,5on5,Marchment,Faksa,Smith
2901,847591384769058478403,Eichel-Stephenson-Stone,VGK,line,1420,90,8,5on5,Eichel,Stephenson,Stone
2902,847418984784248482241,Zohorna-Eller-Harkins,PIT,line,1050,11,3,5on5,Zohorna,Eller,Harkins
2903,847885684800128483808,Kuzmenko-Pettersson-Garland,VAN,line,1631,45,6,5on5,Kuzmenko,Pettersson,Garland
2908,847662484817268482460,Rempe-Goodrow-Edstrom,NYR,line,1470,53,7,5on5,Rempe,Goodrow,Edstrom
2911,847741684775058480009,Bjorkstrand-Wennberg-Tolvanen,SEA,line,1103,221,19,5on5,Bjorkstrand,Wennberg,Tolvanen
2912,847692584785088480748,Sherwood-Sissons-Trenin,NSH,line,2606,209,19,5on5,Sherwood,Sissons,Trenin
2913,847692784780438478463,Beauvillier-Blueger-Lafferty,VAN,line,659,2,1,5on5,Beauvillier,Blueger,Lafferty
2915,848020884808018481596,Tkachuk-Pinto-Batherson,OTT,line,16308,127,32,5on5,Tkachuk,Pinto,Batherson
2916,847514984752208482079,Johansson-Rossi-Foligno,MIN,line,884,101,8,5on5,Johansson,Rossi,Foligno
2918,847740984779358479314,Tkachuk-Bennett-Verhaeghe,FLA,line,28256,196,57,5on5,Tkachuk,Bennett,Verhaeghe
2919,847794784816568482148,Milano-Lapierre-Protas,WSH,line,1474,90,8,5on5,Milano,Lapierre,Protas
2920,847528784762928480002,Haula-Hischier-Palat,NJD,line,1575,36,5,5on5,Haula,Hischier,Palat
2922,847742984774568480813,Veleno-Compher-Copp,DET,line,681,29,4,5on5,Veleno,Compher,Copp
2923,847517084820898482737,Neighbours-Schenn-Bolduc,STL,line,1607,84,10,5on5,Neighbours,Schenn,Bolduc
2924,847579384775018479362,Tufte-Johansen-Nichushkin,COL,line,857,19,3,5on5,Tufte,Johansen,Nichushkin
2927,847740484784278482093,Guentzel-Aho-Jarvis,CAR,line,10900,15,15,5on5,Guentzel,Aho,Jarvis
2928,847687284779038480220,Cates-Laughton-Hathaway,PHI,line,1060,236,16,5on5,Cates,Laughton,Hathaway
2931,847794984793708481528,Jost-Cozens-Tuch,BUF,line,814,6,2,5on5,Jost,Cozens,Tuch
2932,847846284808448481032,Denisenko-Roy-Cotter,VGK,line,736,37,4,5on5,Denisenko,Roy,Cotter
2936,847345384793368481532,Lewis-Turcotte-Grundstrom,LAK,line,860,25,4,5on5,Lewis,Turcotte,Grundstrom
