,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
343,847398684746418484153,Killorn-Henrique-Carlsson,ANA,line,2936,11,5,5on5,Killorn,Henrique,Carlsson
344,847843884807488482146,Sherwood-Novak-Evangelista,NSH,line,7545,91,21,5on5,Sherwood,Novak,Evangelista
345,847687884807628481522,Girgensons-Krebs-Robinson,BUF,line,4111,67,12,5on5,Girgensons,Krebs,Robinson
346,847747384778468478099,Bailey-Carpenter-Labanc,SJS,line,1012,60,6,5on5,Bailey,Carpenter,Labanc
347,847517284793468480008,Dube-Kadri-Ruzicka,CGY,line,2371,24,6,5on5,Dube,Kadri,Ruzicka
349,847751184816568482148,Protas-Lapierre-Mantha,WSH,line,1272,78,8,5on5,Protas,Lapierre,Mantha
351,847689784775738480281,Walker-Sundqvist-Toropchenko,STL,line,8049,165,26,5on5,Walker,Sundqvist,Toropchenko
354,847938384800258481147,Katchouk-Entwistle-Johnson,CHI,line,1500,63,10,5on5,Katchouk,Entwistle,Johnson
355,847060484784248478569,Harkins-Acciari-Carter,PIT,line,8435,95,24,5on5,Harkins,Acciari,Carter
356,847741684799778480009,Tolvanen-Yamamoto-Bjorkstrand,SEA,line,620,50,4,5on5,Tolvanen,Yamamoto,Bjorkstrand
357,847528784815598482110,Hughes-Haula-Mercer,NJD,line,1097,205,19,5on5,Hughes,Haula,Mercer
359,848152284821758484145,Benson-Krebs-Peterka,BUF,line,4249,205,20,5on5,Benson,Krebs,Peterka
360,847523584779038480220,Deslauriers-Cates-Hathaway,PHI,line,2235,148,15,5on5,Deslauriers,Cates,Hathaway
361,848001284804598481624,Suter-Pettersson-Mikheyev,VAN,line,2044,106,9,5on5,Suter,Pettersson,Mikheyev
364,847518484773808482157,Kreider-Brodzinski-Cuylle,NYR,line,617,22,2,5on5,Kreider,Brodzinski,Cuylle
367,847531484784458481601,Lee-Barzal-Holmstrom,NYI,line,600,26,3,5on5,Lee,Barzal,Holmstrom
368,847645684810688482074,Huberdeau-Zary-Sharangovich,CGY,line,936,27,4,5on5,Huberdeau,Zary,Sharangovich
369,847574584780468478498,Heinen-Coyle-Debrusk,BOS,line,1866,374,28,5on5,Heinen,Coyle,Debrusk
371,847646984784778481058,Armia-Stephens-Ylnen,MTL,line,1115,73,8,5on5,Armia,Stephens,Ylnen
372,847464184764588484153,Carlsson-Henrique-Strome,ANA,line,3361,26,7,5on5,Carlsson,Henrique,Strome
373,847515884768878479996,Forsberg-O'Reilly-Glass,NSH,line,711,125,9,5on5,Forsberg,O'Reilly,Glass
375,847576584800648480448,Kelly-Norris-Tarasenko,OTT,line,618,33,3,5on5,Kelly,Norris,Tarasenko
376,847515184753148475754,Lee-Nelson-Palmieri,NYI,line,1392,233,18,5on5,Lee,Nelson,Palmieri
377,847516684774798477939,Bertuzzi-Tavares-Nylander,TOR,line,21799,346,55,5on5,Bertuzzi,Tavares,Nylander
382,847843284785128481013,Fischer-Czarnik-Berggren,DET,line,1362,67,6,5on5,Fischer,Czarnik,Berggren
383,847842184800088481068,Greer-Ruzicka-Sharangovich,CGY,line,865,125,11,5on5,Greer,Ruzicka,Sharangovich
384,847804684793658480003,Heinen-Boqvist-Frederic,BOS,line,747,284,18,5on5,Heinen,Boqvist,Frederic
385,847516984770158477934,Kane-Draisaitl-Brown,EDM,line,5583,158,19,5on5,Kane,Draisaitl,Brown
386,847744684808538482062,Smith-Mccarron-Foudy,NSH,line,604,17,3,5on5,Smith,Mccarron,Foudy
387,847698184781338481058,Anderson-Evans-Ylnen,MTL,line,3109,84,11,5on5,Anderson,Evans,Ylnen
388,847579184793908482117,Hall-Reichel-Raddysh,CHI,line,650,22,3,5on5,Hall,Reichel,Raddysh
389,847528784757268481559,Hughes-Haula-Toffoli,NJD,line,7951,109,20,5on5,Hughes,Haula,Toffoli
391,847749684800128481624,Pettersson-Lindholm-Mikheyev,VAN,line,1347,36,4,5on5,Pettersson,Lindholm,Mikheyev
393,847398684783668484153,Killorn-Carlsson-Vatrano,ANA,line,799,157,15,5on5,Killorn,Carlsson,Vatrano
394,847682684774168479293,Tanev-Gourde-Bjorkstrand,SEA,line,869,118,11,5on5,Tanev,Gourde,Bjorkstrand
395,847795184793438483431,Schmaltz-Cooley-Keller,ARI,line,6468,309,40,5on5,Schmaltz,Cooley,Keller
396,847791984815508482177,Beckman-Khusnutdinov-Gaudreau,MIN,line,1081,10,3,5on5,Beckman,Khusnutdinov,Gaudreau
397,847121484757448476880,Ovechkin-Kuznetsov-Wilson,WSH,line,7544,99,18,5on5,Ovechkin,Kuznetsov,Wilson
399,847403484752208479968,Foligno-Lettieri-Maroon,MIN,line,601,3,1,5on5,Foligno,Lettieri,Maroon
400,847687384774468481577,Jankowski-Mccarron-Tomasino,NSH,line,712,7,2,5on5,Jankowski,Mccarron,Tomasino
401,847634684799418481716,Voronkov-Danforth-Gaudreau,CBJ,line,1280,48,5,5on5,Voronkov,Danforth,Gaudreau
404,847843884784638482146,Beauvillier-Novak-Evangelista,NSH,line,1781,54,7,5on5,Beauvillier,Novak,Evangelista
405,847516984774068477934,Kane-Draisaitl-Janmark,EDM,line,997,96,9,5on5,Kane,Draisaitl,Janmark
406,847061084757938477476,Parise-Johansen-Lehkonen,COL,line,1747,21,5,5on5,Parise,Johansen,Lehkonen
407,847403484752208477919,Foligno-Gaudreau-Maroon,MIN,line,7529,61,17,5on5,Foligno,Gaudreau,Maroon
408,847844084816568483491,Miroshnichenko-Strome-Protas,WSH,line,1227,75,7,5on5,Miroshnichenko,Strome,Protas
411,847576084770218481711,Maccelli-Bjugstad-Kerfoot,ARI,line,2225,83,10,5on5,Maccelli,Bjugstad,Kerfoot
412,847687884781098481522,Girgensons-Krebs-Olofsson,BUF,line,1832,79,9,5on5,Girgensons,Krebs,Olofsson
413,847804684795468481556,Heinen-Beecher-Steen,BOS,line,1501,70,7,5on5,Heinen,Beecher,Steen
414,847516484793688480806,Jones-Lundestrom-Silfverberg,ANA,line,2460,65,9,5on5,Jones,Lundestrom,Silfverberg
415,847954784815808481656,Protas-Mcmichael-Phillips,WSH,line,882,63,6,5on5,Protas,Mcmichael,Phillips
417,847410284779468479337,Perron-Larkin-Debrincat,DET,line,946,261,18,5on5,Perron,Larkin,Debrincat
418,847842184792918482652,Greer-Rooney-Duehr,CGY,line,706,8,2,5on5,Greer,Rooney,Duehr
420,847841384799998482175,Greenway-Mittelstadt-Peterka,BUF,line,2437,204,21,5on5,Greenway,Mittelstadt,Peterka
421,847952084809808482197,Raska-Dewar-Duhaime,MIN,line,1207,14,4,5on5,Raska,Dewar,Duhaime
422,847940084815608482124,Byfield-Dubois-Kaliyev,LAK,line,1073,64,8,5on5,Byfield,Dubois,Kaliyev
426,847799884808028482077,Holloway-Mcleod-Foegele,EDM,line,3069,109,14,5on5,Holloway,Mcleod,Foegele
427,847168584821248482155,Byfield-Kopitar-Laferriere,LAK,line,654,184,14,5on5,Byfield,Kopitar,Laferriere
428,847691984775088482110,Lazar-Tierney-Mercer,NJD,line,1653,71,7,5on5,Lazar,Tierney,Mercer
430,847698184816188483515,Slafkovsky-Newhook-Anderson,MTL,line,2885,31,7,5on5,Slafkovsky,Newhook,Anderson
431,847572284796198480855,Carcone-Mcbain-Zucker,ARI,line,1677,23,5,5on5,Carcone,Mcbain,Zucker
432,847707084796198483431,Carcone-Cooley-O'Brien,ARI,line,858,207,18,5on5,Carcone,Cooley,O'Brien
435,847741684817898482665,Kartye-Beniers-Bjorkstrand,SEA,line,2033,64,8,5on5,Kartye,Beniers,Bjorkstrand
436,847169884775118481580,Mantha-Mcmichael-Oshie,WSH,line,877,38,4,5on5,Mantha,Mcmichael,Oshie
437,847516484808068482118,Colangelo-Lundestrom-Silfverberg,ANA,line,1031,6,2,5on5,Colangelo,Lundestrom,Silfverberg
439,847750884794148479415,Lazar-Mcleod-Bastian,NJD,line,5550,85,17,5on5,Lazar,Mcleod,Bastian
440,847634684764328482660,Gaudreau-Jenner-Johnson,CBJ,line,1256,17,4,5on5,Gaudreau,Jenner,Johnson
442,847517284810688482074,Zary-Kadri-Sharangovich,CGY,line,4195,168,23,5on5,Zary,Kadri,Sharangovich
443,847745084793158483493,Dickinson-Nazar-Anderson,CHI,line,631,2,1,5on5,Dickinson,Nazar,Anderson
445,847745084793158480025,Anderson-Dickinson-Entwistle,CHI,line,1703,16,5,5on5,Anderson,Dickinson,Entwistle
449,847167584764838482055,O'Connor-Crosby-Rakell,PIT,line,1842,184,17,5on5,O'Connor,Crosby,Rakell
451,847515884768878481704,Forsberg-O'Reilly-Parssinen,NSH,line,3172,144,14,5on5,Forsberg,O'Reilly,Parssinen
452,847750384801448482720,Knies-Kampf-Domi,TOR,line,2846,34,8,5on5,Knies,Kampf,Domi
454,847344984757848479999,Skinner-Mittelstadt-Okposo,BUF,line,2118,134,11,5on5,Skinner,Mittelstadt,Okposo
456,848074884817048482146,Sherwood-Parssinen-Evangelista,NSH,line,2645,146,14,5on5,Sherwood,Parssinen,Evangelista
457,847750884784148479414,Bastian-Lazar-Meier,NJD,line,745,97,7,5on5,Bastian,Lazar,Meier
459,847750584792938479977,Tanev-Wennberg-Yamamoto,SEA,line,612,75,7,5on5,Tanev,Wennberg,Yamamoto
461,847643884774028479385,Saad-Buchnevich-Kyrou,STL,line,5431,33,10,5on5,Saad,Buchnevich,Kyrou
462,847341984757458477956,Marchand-Coyle-Pastrnak,BOS,line,8844,635,61,5on5,Marchand,Coyle,Pastrnak
463,847807884797728480448,Kelly-Chartier-Macewen,OTT,line,1719,39,8,5on5,Kelly,Chartier,Macewen
464,847517084764388482089,Saad-Schenn-Neighbours,STL,line,10842,123,26,5on5,Saad,Schenn,Neighbours
465,847733084780788482092,Kubalik-Chartier-Greig,OTT,line,647,5,2,5on5,Kubalik,Chartier,Greig
466,847646884774968478444,Lindholm-Miller-Boeser,VAN,line,1621,55,8,5on5,Lindholm,Miller,Boeser
467,847516484764588480806,Lundestrom-Strome-Silfverberg,ANA,line,2138,28,7,5on5,Lundestrom,Strome,Silfverberg
468,847939384801448482259,Mcmann-Kampf-Gregor,TOR,line,9448,108,25,5on5,Mcmann,Kampf,Gregor
469,847167584751918476483,Rakell-Crosby-Smith,PIT,line,1312,110,10,5on5,Rakell,Crosby,Smith
470,847627884779878480025,Donato-Entwistle-Blackwell,CHI,line,1684,117,11,5on5,Donato,Entwistle,Blackwell
472,847579984779408482149,Perfetti-Ehlers-Niederreiter,WPG,line,1402,68,8,5on5,Perfetti,Ehlers,Niederreiter
473,847516684784838482259,Mcmann-Tavares-Marner,TOR,line,2305,152,11,5on5,Mcmann,Tavares,Marner
476,847647484800398480829,Necas-Kotkaniemi-Noesen,CAR,line,1438,260,24,5on5,Necas,Kotkaniemi,Noesen
479,847744684817048482062,Smith-Mccarron-Parssinen,NSH,line,720,179,10,5on5,Smith,Mccarron,Parssinen
480,847632984796198483431,Carcone-Cooley-Boyd,ARI,line,1788,67,7,5on5,Carcone,Cooley,Boyd
483,847688284769218478427,Martinook-Aho-Teravainen,CAR,line,1473,93,10,5on5,Martinook,Aho,Teravainen
484,847574484768808477511,Wilson-Kuznetsov-Mantha,WSH,line,1125,3,2,5on5,Wilson,Kuznetsov,Mantha
485,847750084784458481601,Barzal-Horvat-Holmstrom,NYI,line,7817,223,29,5on5,Barzal,Horvat,Holmstrom
487,847404084774548480468,Erne-Hamblin-Gagner,EDM,line,622,30,4,5on5,Erne,Hamblin,Gagner
488,847515184784458481601,Palmieri-Barzal-Holmstrom,NYI,line,709,7,2,5on5,Palmieri,Barzal,Holmstrom
489,847456484774268479542,Hagel-Paul-Stamkos,TBL,line,2839,159,17,5on5,Hagel,Paul,Stamkos
490,847531484775008478445,Lee-Horvat-Barzal,NYI,line,28957,261,59,5on5,Lee,Horvat,Barzal
492,847576384764388480281,Saad-Hayes-Toropchenko,STL,line,4359,94,16,5on5,Saad,Hayes,Toropchenko
493,847522084774518477919,Foligno-Hartman-Gaudreau,MIN,line,2171,179,19,5on5,Foligno,Hartman,Gaudreau
494,847464184751698477998,Foegele-Henrique-Kane,EDM,line,2205,27,5,5on5,Foegele,Henrique,Kane
495,847634684764328479423,Nylander-Jenner-Gaudreau,CBJ,line,5556,66,12,5on5,Nylander,Jenner,Gaudreau
496,847516684757148477503,Domi-Tavares-Jarnkrok,TOR,line,676,60,5,5on5,Domi,Tavares,Jarnkrok
498,847398684788738484153,Killorn-Carlsson-Terry,ANA,line,20934,59,32,5on5,Killorn,Carlsson,Terry
499,847576584773308482116,Kubalik-Sttzle-Tarasenko,OTT,line,604,130,12,5on5,Kubalik,Sttzle,Tarasenko
500,847939384801448480995,Gregor-Kampf-Holmberg,TOR,line,1179,33,5,5on5,Gregor,Kampf,Holmberg
502,847813384810588481093,Harvey-Pinard-Evans-Ylnen,MTL,line,1471,120,13,5on5,Harvey-Pinard,Evans,Ylnen
503,847627884774508480798,Kurashev-Dickinson-Blackwell,CHI,line,736,61,6,5on5,Kurashev,Dickinson,Blackwell
504,847527884784348481462,Morelli-Froese-Kolesar,VGK,line,1357,60,6,5on5,Morelli,Froese,Kolesar
506,847804684793658479987,Heinen-Geekie-Frederic,BOS,line,3655,280,27,5on5,Heinen,Geekie,Frederic
507,847121484779798481580,Ovechkin-Mcmichael-Aube-Kubel,WSH,line,1040,138,11,5on5,Ovechkin,Mcmichael,Aube-Kubel
509,847121584741898476483,Eller-Malkin-Rakell,PIT,line,641,113,8,5on5,Eller,Malkin,Rakell
510,847850884795208479999,Trenin-Mittelstadt-Duhaime,COL,line,626,2,1,5on5,Trenin,Mittelstadt,Duhaime
511,847885684800128481624,Garland-Pettersson-Mikheyev,VAN,line,1360,271,24,5on5,Garland,Pettersson,Mikheyev
513,847795684784018480003,Boqvist-Zacha-Pastrnak,BOS,line,672,117,8,5on5,Boqvist,Zacha,Pastrnak
515,847804384784638481535,Hoglander-Lafferty-Beauvillier,VAN,line,4759,71,14,5on5,Hoglander,Lafferty,Beauvillier
519,847627884774508479315,Blackwell-Dickinson-Anderson,CHI,line,15843,83,29,5on5,Blackwell,Dickinson,Anderson
521,847645684782338482074,Mangiapane-Zary-Huberdeau,CGY,line,1316,20,4,5on5,Mangiapane,Zary,Huberdeau
522,847522584768898479351,Steel-Faksa-Smith,DAL,line,22713,204,52,5on5,Steel,Faksa,Smith
524,847938384803558480448,Katchouk-Kelly-Kastelic,OTT,line,6330,52,16,5on5,Katchouk,Kelly,Kastelic
526,847940084821248482155,Byfield-Dubois-Laferriere,LAK,line,2783,223,23,5on5,Byfield,Dubois,Laferriere
529,847572684784148481559,Hughes-Meier-Toffoli,NJD,line,6248,207,27,5on5,Hughes,Meier,Toffoli
530,847403484752208477451,Maroon-Hartman-Foligno,MIN,line,1365,77,10,5on5,Maroon,Hartman,Foligno
532,847742684796618479718,Jeannot-Paul-Barr-Boulet,TBL,line,1109,41,4,5on5,Jeannot,Paul,Barr-Boulet
534,847418984751918481703,Puustinen-Eller-Smith,PIT,line,9794,157,30,5on5,Puustinen,Eller,Smith
535,847060484741898482055,O'Connor-Carter-Eller,PIT,line,627,105,10,5on5,O'Connor,Carter,Eller
537,847795284808138482078,Raymond-Veleno-Fabbri,DET,line,617,206,14,5on5,Raymond,Veleno,Fabbri
539,847687284779038480068,Poehling-Laughton-Hathaway,PHI,line,1045,233,18,5on5,Poehling,Laughton,Hathaway
541,847167584751918481703,Puustinen-Crosby-Smith,PIT,line,881,234,19,5on5,Puustinen,Crosby,Smith
542,847647484808298480835,Kotkaniemi-Drury-Noesen,CAR,line,2587,133,14,5on5,Kotkaniemi,Drury,Noesen
544,847467984768878476925,Forsberg-Sissons-Nyquist,NSH,line,1081,768,42,5on5,Forsberg,Sissons,Nyquist
545,847841484794078480002,Bratt-Hischier-Meier,NJD,line,10476,190,30,5on5,Bratt,Hischier,Meier
547,847742584795258481186,Wood-Colton-O'Connor,COL,line,16924,233,42,5on5,Wood,Colton,O'Connor
548,847571484775038482720,Knies-Domi-Jarnkrok,TOR,line,1018,151,13,5on5,Knies,Domi,Jarnkrok
549,847629284821108482125,Palat-Mercer-Holtz,NJD,line,1885,73,10,5on5,Palat,Mercer,Holtz
550,847584884769818477497,Gallagher-Monahan-Anderson,MTL,line,1150,58,8,5on5,Gallagher,Monahan,Anderson
552,847458684768268480009,Eberle-Gourde-Tolvanen,SEA,line,637,331,22,5on5,Eberle,Gourde,Tolvanen
555,847795684780468479987,Heinen-Geekie-Pastrnak,BOS,line,1981,208,19,5on5,Heinen,Geekie,Pastrnak
557,847795684780468478401,Heinen-Zacha-Pastrnak,BOS,line,11076,357,37,5on5,Heinen,Zacha,Pastrnak
559,847060484741898475191,Eller-Carter-Smith,PIT,line,2042,243,24,5on5,Eller,Carter,Smith
562,847849884796388479987,Debrusk-Geekie-Brazeau,BOS,line,605,46,3,5on5,Debrusk,Geekie,Brazeau
564,847641984781158481601,Engvall-Pageau-Holmstrom,NYI,line,1181,108,11,5on5,Engvall,Pageau,Holmstrom
565,847569284774518478864,Kaprizov-Hartman-Zuccarello,MIN,line,8551,225,29,5on5,Kaprizov,Hartman,Zuccarello
566,847121484816568482148,Ovechkin-Lapierre-Protas,WSH,line,1662,26,5,5on5,Ovechkin,Lapierre,Protas
568,847528784794078481559,Bratt-Haula-Hughes,NJD,line,3761,169,21,5on5,Bratt,Haula,Hughes
571,847821184810688482679,Hunt-Sharangovich-Coronato,CGY,line,719,51,4,5on5,Hunt,Sharangovich,Coronato
572,847745684784668479337,Debrincat-Compher-Sprong,DET,line,1352,120,12,5on5,Debrincat,Compher,Sprong
573,847688184774078482667,Duclair-Hertl-Eklund,SJS,line,1939,132,12,5on5,Duclair,Hertl,Eklund
574,848011384802898480845,Iafallo-Kupari-Barron,WPG,line,766,32,4,5on5,Iafallo,Kupari,Barron
576,847342284762788477450,Foligno-Dickinson-Blackwell,CHI,line,3281,74,11,5on5,Foligno,Dickinson,Blackwell
577,847519384779308481789,Kartye-Bellemare-Tatar,SEA,line,779,7,2,5on5,Kartye,Bellemare,Tatar
579,847707084834318483597,Kelemen-Cooley-O'Brien,ARI,line,1370,51,7,5on5,Kelemen,Cooley,O'Brien
580,847528784762928477508,Palat-Haula-Lazar,NJD,line,1154,87,7,5on5,Palat,Haula,Lazar
581,847647984779428479675,Moore-Danault-Fiala,LAK,line,35407,83,54,5on5,Moore,Danault,Fiala
582,847685884815358482496,Di Giuseppe-Aman-Hoglander,VAN,line,1046,31,4,5on5,Di Giuseppe,Aman,Hoglander
583,847341984757458479365,Marchand-Coyle-Frederic,BOS,line,2836,285,23,5on5,Marchand,Coyle,Frederic
584,847798784795148480025,Pitlick-Entwistle-Donato,CHI,line,1008,6,2,5on5,Pitlick,Entwistle,Donato
586,847169984785088479520,Cogliano-Trenin-Duhaime,COL,line,2380,61,10,5on5,Cogliano,Trenin,Duhaime
587,847963884800038480880,Lauko-Boqvist-Brazeau,BOS,line,3214,62,10,5on5,Lauko,Boqvist,Brazeau
588,847936584799878480880,Lauko-Geekie-Frederic,BOS,line,4754,186,24,5on5,Lauko,Geekie,Frederic
589,847410284779468482078,Perron-Larkin-Raymond,DET,line,12353,146,30,5on5,Perron,Larkin,Raymond
591,847885684800128481535,Hoglander-Pettersson-Garland,VAN,line,2665,212,20,5on5,Hoglander,Pettersson,Garland
592,847572684815598482110,Hughes-Toffoli-Mercer,NJD,line,3628,170,17,5on5,Hughes,Toffoli,Mercer
594,847797984784408479359,Malenstyn-Strome-Aube-Kubel,WSH,line,605,274,20,5on5,Malenstyn,Strome,Aube-Kubel
595,847747984775038478483,Bertuzzi-Domi-Marner,TOR,line,969,112,10,5on5,Bertuzzi,Domi,Marner
596,847688284784278482093,Teravainen-Aho-Jarvis,CAR,line,6269,115,18,5on5,Teravainen,Aho,Jarvis
597,847418984817038482055,O'Connor-Eller-Puustinen,PIT,line,2078,165,17,5on5,O'Connor,Eller,Puustinen
598,847644884765398477964,Barbashev-Karlsson-Marchessault,VGK,line,1946,293,25,5on5,Barbashev,Karlsson,Marchessault
599,847707084796198480855,Carcone-Mcbain-O'Brien,ARI,line,6062,169,27,5on5,Carcone,Mcbain,O'Brien
601,847403784799878480880,Van Riemsdyk-Geekie-Lauko,BOS,line,660,51,6,5on5,Van Riemsdyk,Geekie,Lauko
602,847841384815288482097,Greenway-Cozens-Quinn,BUF,line,1053,62,7,5on5,Greenway,Cozens,Quinn
603,847692584785088481577,Trenin-Sissons-Tomasino,NSH,line,880,299,19,5on5,Trenin,Sissons,Tomasino
605,847121484716988478440,Ovechkin-Strome-Oshie,WSH,line,5969,280,34,5on5,Ovechkin,Strome,Oshie
606,847687284779038480797,Farabee-Laughton-Hathaway,PHI,line,627,382,20,5on5,Farabee,Laughton,Hathaway
607,847415784768808478440,Pacioretty-Strome-Wilson,WSH,line,779,221,19,5on5,Pacioretty,Strome,Wilson
608,847687184816188483515,Pearson-Newhook-Slafkovsky,MTL,line,682,54,6,5on5,Pearson,Newhook,Slafkovsky
609,847688184793168482667,Eklund-Hertl-Kunin,SJS,line,726,156,12,5on5,Eklund,Hertl,Kunin
611,847747984775038477939,Bertuzzi-Domi-Nylander,TOR,line,6444,199,25,5on5,Bertuzzi,Domi,Nylander
612,847795284784328478466,Fabbri-Fischer-Sprong,DET,line,5956,202,27,5on5,Fabbri,Fischer,Sprong
613,847810984793708482765,Olofsson-Jost-Rosen,BUF,line,1472,41,6,5on5,Olofsson,Jost,Rosen
614,847576584773308478078,Kubalik-Chartier-Tarasenko,OTT,line,1470,63,9,5on5,Kubalik,Chartier,Tarasenko
615,847688184774078480821,Duclair-Hertl-Zadina,SJS,line,1377,111,9,5on5,Duclair,Hertl,Zadina
616,847572284770708483431,Zucker-Cooley-O'Brien,ARI,line,3732,91,13,5on5,Zucker,Cooley,O'Brien
619,848076284815228482175,Robinson-Krebs-Peterka,BUF,line,614,51,6,5on5,Robinson,Krebs,Peterka
620,847629284779318482125,Palat-Nosek-Holtz,NJD,line,1348,160,12,5on5,Palat,Nosek,Holtz
621,848006884802208480797,Cates-Poehling-Farabee,PHI,line,674,124,7,5on5,Cates,Poehling,Farabee
622,847516984779348477998,Foegele-Draisaitl-Kane,EDM,line,4424,191,19,5on5,Foegele,Draisaitl,Kane
624,847796484780208478462,Barbashev-Roy-Amadio,VGK,line,873,182,18,5on5,Barbashev,Roy,Amadio
626,847404084770158478585,Gagner-Ryan-Brown,EDM,line,843,13,3,5on5,Gagner,Ryan,Brown
627,847121884763898478550,Panarin-Trocheck-Wheeler,NYR,line,603,198,19,5on5,Panarin,Trocheck,Wheeler
628,847578484815228482097,Skinner-Krebs-Quinn,BUF,line,887,72,8,5on5,Skinner,Krebs,Quinn
629,847578484794208481528,Skinner-Thompson-Cozens,BUF,line,821,167,13,5on5,Skinner,Thompson,Cozens
630,847344984807628481522,Robinson-Krebs-Okposo,BUF,line,3947,115,15,5on5,Robinson,Krebs,Okposo
631,847061084774948479525,Parise-Colton-Drouin,COL,line,995,75,7,5on5,Parise,Colton,Drouin
632,847403784799878480003,Van Riemsdyk-Geekie-Boqvist,BOS,line,721,7,2,5on5,Van Riemsdyk,Geekie,Boqvist
636,847813384795438481058,Pezzetta-Evans-Ylnen,MTL,line,3258,103,15,5on5,Pezzetta,Evans,Ylnen
637,847488484768818480821,Hoffman-Hertl-Zadina,SJS,line,701,58,5,5on5,Hoffman,Hertl,Zadina
639,847685884804598483808,Di Giuseppe-Suter-Kuzmenko,VAN,line,704,43,3,5on5,Di Giuseppe,Suter,Kuzmenko
640,847929184826528482679,Coronato-Rooney-Duehr,CGY,line,1008,19,4,5on5,Coronato,Rooney,Duehr
641,847351284773308482116,Kubalik-Giroux-Sttzle,OTT,line,1425,147,14,5on5,Kubalik,Giroux,Sttzle
642,847517084774028479385,Schenn-Buchnevich-Kyrou,STL,line,676,238,19,5on5,Schenn,Buchnevich,Kyrou
643,847639284788918481019,Gustafsson-Lowry-Appleton,WPG,line,1303,33,4,5on5,Gustafsson,Lowry,Appleton
644,847688184774078482222,Duclair-Hertl-Barabanov,SJS,line,2129,105,11,5on5,Duclair,Hertl,Barabanov
645,847653984784038479353,Howden-Eichel-Marchessault,VGK,line,1328,85,7,5on5,Howden,Eichel,Marchessault
647,847516984779348478402,Kane-Mcdavid-Draisaitl,EDM,line,2808,218,23,5on5,Kane,Mcdavid,Draisaitl
648,847645684810688481592,Pelletier-Sharangovich-Huberdeau,CGY,line,601,36,5,5on5,Pelletier,Sharangovich,Huberdeau
650,847522584768898480848,Faksa-Dellandrea-Smith,DAL,line,5222,88,16,5on5,Faksa,Dellandrea,Smith
651,847584284774068478585,Janmark-Carrick-Ryan,EDM,line,967,12,3,5on5,Janmark,Carrick,Ryan
652,847996884814228482079,Rossi-Lucchini-Lettieri,MIN,line,1793,54,7,5on5,Rossi,Lucchini,Lettieri
653,847576584773308480064,Kubalik-Norris-Tarasenko,OTT,line,792,87,8,5on5,Kubalik,Norris,Tarasenko
655,847688284784278480830,Teravainen-Aho-Svechnikov,CAR,line,13586,97,26,5on5,Teravainen,Aho,Svechnikov
657,847740984774938479314,Tkachuk-Barkov-Verhaeghe,FLA,line,1641,394,35,5on5,Tkachuk,Barkov,Verhaeghe
658,847569284784938481557,Boldy-Eriksson Ek-Zuccarello,MIN,line,1001,111,8,5on5,Boldy,Eriksson Ek,Zuccarello
659,847418984794238482241,Zohorna-Eller-Nylander,PIT,line,758,7,2,5on5,Zohorna,Eller,Nylander
660,847121484775118478440,Ovechkin-Strome-Mantha,WSH,line,1397,248,23,5on5,Ovechkin,Strome,Mantha
662,847523584764618477903,Deslauriers-Couturier-Hathaway,PHI,line,660,128,10,5on5,Deslauriers,Couturier,Hathaway
663,847516484758428477527,Johnston-Carrick-Silfverberg,ANA,line,3385,156,18,5on5,Johnston,Carrick,Silfverberg
664,847851984795428479591,Hagel-Cirelli-Eyssimont,TBL,line,4377,314,30,5on5,Hagel,Cirelli,Eyssimont
665,847744684799948480748,Sherwood-Mccarron-Anderson-Dolan,NSH,line,735,2,1,5on5,Sherwood,Mccarron,Anderson-Dolan
666,847939084795148480798,Pitlick-Kurashev-Raddysh,CHI,line,3968,28,7,5on5,Pitlick,Kurashev,Raddysh
